document_id,clean_text,sentiment
79,research background intern trade substanti constitu global region econom develop analysi mutual trade serv tool monetari express econom transact particular countri foreign partner specif period czech republ cr peopl republ china prc biggest export second biggest import usa howev impos number econom sanction prc signific impact trade countri overal growth chine economi yet affect behavior consum produc usa prc purpos articl aim paper use machin learn predict futur valu mutual trade cr prc one calendar year ie month method monthli data two state import export use predict bilater trade flow time seri begin januari end april thu time seri contain data line artifici intellig artifici neural network use predict bilater trade flow prc cr develop trade compar mutual sanction prc usa find valu ad expect mutual trade balanc neg perspect cr covid sanction impos intern trade significantli affect develop mutual trade cr prc,Energy_Systems
80,spatiotempor proteom intervertebr disc ivd underpin integr function present dipper deep comprehens ivd proteom resourc compris genomewid profil individu begin protein modul defin key direct trend span later anteroposterior axe deriv highresolut spatial proteom intact young cadaver lumbar ivd reveal novel regionspecif profil regulatori activ display potenti path deconstruct leveland locationmatch age cadaver disc machin learn method predict hydrat matrisom connect extracellular matrix mri intens importantli static proteom use pointrefer integr dynam proteom silacdegradom transcriptom data multipl clinic sampl enhanc robust clinic relev data find methodolog avail web interfac httpwwwsbmshkuhkdclab dipper valuabl refer field ivd biolog proteom analyt introduct intervertebr disc ivd human spine provid stabil mobil flexibl ivd degener idd common lumbar region saleem et al teraguchi et al associ declin function major caus back pain affect world popul point life rubin present signific socioeconom burden multipl interact factor genet influenc age mechan stress factor contribut pathobiolog onset sever progress idd munir et al ivd larg avascular extracellular matrix ecmrich structur compris three compart hydrat nucleu pulposu np centr surround tough annulu fibrosu af peripheri cartilagin endplat adjoin vertebr bodi humzah soam earli adolesc np popul vacuol notochordallik cell gradual replac small chondrocytelik cell risbud et al blood vessel termin tam chen et al elif e doi httpsdoiorgelif tool resourc,Energy_Systems
81,expect calibr error ece employ bin wide adopt evalu calibr perform machin learn model theoret understand estim bia limit paper present first comprehens analysi estim bia two common bin strategi uniform mass uniform width bin analysi establish upper bound bia achiev improv converg rate moreov bound reveal first time optim number bin minim estim bia extend bia analysi gener error analysi base informationtheoret approach deriv upper bound enabl numer evalu small ece unknown data experi use deep learn model show bound nonvacu thank informationtheoret gener analysi approach,Energy_Systems
82,abstract object studi aim develop valid machin learn ml model predict probabl vagin deliveri partomet use data iter obtain labor electron health record studi design retrospect cohort studi deliveri academ tertiari care hospit conduct least two cervic examin popul divid deliv physician nullipar term singleton vertex ntsv cesarean deliveri rate partomet cohort remaind control cohort cesarean rate among popul lower risk patient standard metric compar provid rate healthi peopl goal supervis autom ml approach appli gener model popul primari outcom accuraci model develop partomet cohort hour admiss labor deliveri secondari outcom includ discrimin abil receiv oper characteristicsarea curv rocauc precisionrecal auc calibr partomet assess generaliz compar perform clinic predictor identifi partomet control model result deliveri studi period exclus deliveri includ partomet cohort control cohort accuraci predict vagin deliveri hour partomet rocauc clinic predictor greatest import stack intrapartum partomet model includ admiss model predict ongo measur dilat station mirror found control popul conclus use autom ml intrapartum factor improv accuraci predict probabl vagin deliveri previous publish model base logist regress har realtim data ml could repres bridg gener truli prescript tool augment clinic decisionmak predict labor outcom reduc matern neonat morbid key point mlbase model yield accur predict mode deliveri earli labor predictor model creat popul high low cesarean rate mlbase model may provid meaning guidanc clinician manag labor,Energy_Systems
83,laser metal addit manufactur mam offer uniqu opportun produc complex part intern structur enabl tailor mechan function properti laser powder bed fusion lpbf wide use fabric intric geometri includ porou structur serv diver applic den compon poros typic minim enhanc mechan perform howev specif applic control poros benefici increas permeabl filtrat enhanc osteointegr biomed implant reduc strength mitig stress shield effect poros lpbf part introduc either design lattic pore structur processinduc poros latter control melt pool level particularli challeng predict due complex interact melt pool dynam surfac tension effect local instabl lead striation pore agglomer melt pool node accur predict result porou structur differ process condit crucial optim function perform lpbf compon studi present datadriven model approach rapid accur predict processinduc porou structur lpbf deep learn framework integr convolut neural network cnn multilay perceptron mlp develop predict structur featur base process paramet model train valid use ct scan slice data extract multipl region fabric sampl ensur comprehens represent pore structur streamlin data extract custom python script develop autom ct scan process enabl effici handl larg dataset maintain accuraci captur structur detail extract data convert structur grayscal imag enhanc predict accuraci conductionbas thermal model use ansi employ supplement dataset simul result physicsbas model provid insight heat distribut offer comprehens understand processinduc poros incorpor experiment ct data simul result hybrid approach creat robust dataset model interact govern poros format lpbf one key advantag abil overcom limit experiment data often constrain specif process condit integr simulationderiv data extend model applic across wider process space improv predict perform result demonstr highli accur comput effici framework map processstructur relationship lpbffabric ph stainless steel compon studi support optim process condit enabl improv control poros enhanc function perform addit manufactur porou structur propos aidriven model significantli reduc comput cost experiment effort provid scalabl approach process optim metal addit manufactur,Energy_Systems
84,natur product play signific role cancer chemotherapi like provid mani lead structur use templat construct novel drug enhanc antitumor activ tradit research approach studi structureact relationship natur product obtain key structur properti chemic bond group purpos ascertain effect singl cell line singl tissu type first time develop machin learn method comprehens predict natur product respons panel cancer cell line base gene express chemic properti natur product result two dataset train set independ test set show propos method yield significantli better predict accuraci addit also demonstr predict power propos method model cancer cell sensit two natur product curcumin resveratrol indic method effect predict respons cancer cell line two natur product taken togeth method facilit identif natur product cancer therapi develop precis medicin link featur patient genom natur product sensit,Energy_Systems
85,earli accur detect plant diseas essenti ensur food secur enhanc crop yield facilit precis agricultur manual method labourintens prone error especi vari environment condit artifici intellig ai particularli machin learn ml deep learn dl advanc autom diseas identif imag classif howev challeng persist includ limit generalis small imbalanc dataset poor realworld perform unlik previou review paper critic evalu model perform lab realtim field condit emphasis robust generalis suitabl edg deploy introduc recent architectur greenvit hybrid vitcnn model yolobas singl twostag detector compar accuraci infer speed hardwar effici review discus multimod selfsupervis learn techniqu enhanc detect complex environ highlight key limit includ relianc handcraft featur overfit sensit environment nois strength weak model across diver dataset analys focu realtim agricultur applic paper conclud identifi research gap outlin futur direct includ develop lightweight architectur integr deep convolut gener adversari network dcgan improv dataset diver realworld deploy precis agricultur,Energy_Systems
86,evid paradigm shift steganalysi techniqu discoveri deep learn network steganalysi classif task done machin learn classifi ensembl prolifer deep learn convolut neural network mani area perform steganalysi techniqu jump anoth high applic convolut neural network tradit steganalysi techniqu consist two import step ie featur extract classif deep learn network learn featur automat elimin need extract handcraft featur featur cnn highli success imag recognit imag classif techniqu addit featur extract classif combin togeth deep learn henc classif would effect learn featur realli import classif steganalysi task detect subtl weak nois creat hidden data steganographi techniqu design deep cnn architectur custom steganalysi task base exist residu neural network frame introduc descriptor captur inter pixel depend act indic weightag particular featur map thu classifi give weightag effect featur map instead treat featur map equal also use gate mechan use sigmoid function nonlinear activ function sandwich two fulli connect layer enhanc exist deep residu neural network given better result term error detect rate compar deep learn base steganalysi techniqu,Energy_Systems
87,paper introduc shapebas inflow scenario reduct framework appli longterm hydrotherm schedul schedul problem involv strateg manag limit store hydro energi coordin electr system scenario fan problem select longterm hydrotherm schedul approach effect repres individu hydropow plant shortterm flexibl within longterm schedul process make wellsuit captur disaggreg physic characterist hydro station howev comput burden scenario fan problem increas due complex cascad system larg number inflow scenario tackl challeng machin learn cluster method develop extract shapebas featur captur energi shape attribut hydro inflow compar analysi conduct evalu effect propos method compar four establish cluster method evalu carri hydrotherm test case util insampl outofsampl data analysi find demonstr propos framework outperform method term comput time optim reservoir trajectori consid kmean use euclidean distanc benchmark addit studi showcas feasibl perform longterm hydrotherm schedul granular level detail topolog inform shorter time scale expand approach open new possibl address integr renew energi resourc within realm longterm hydrotherm schedul,Energy_Systems
88,tourism core sector singapor economi contribut significantli gross domest product gdp employ accur tourism demand forecast essenti strateg plan resourc alloc econom stabil particularli postcovid era studi develop sarimaxbas forecast model predict monthli visitor arriv singapor integr web search data googl trend extern factor enhanc model accuraci systemat select process appli identifi effect subset extern variabl result empir experi demonstr propos sarimax model outperform tradit univari model includ sarima holtwint prophet well machin learningbas approach long shortterm memori lstm recurr neural network rnn forecast month period propos model achiev lowest mean absolut percentag error mape,Energy_Systems
89,medic devic softwar network join internet medic thing iomt enhanc healthcar servic pose threat iomt devic vulner cyberattack affect patient data well oper healthcar organ requir enhanc effect intrus detect system id paper introduc novel approach detect cyberattack iomt environ use deep learn model name pyramid attent network green anaconda algorithm panetgao approach three step follow minmax scaler normal process data multipl discret orthonorm stransform mdost extract critic temporalfrequ featur pyramid attent network green anaconda algorithm panetgao accur cyberattack detect mdost extract dynam inform network traffic data timefrequ domain featur space panet model optim gao minim featur redund improv classif accuraci propos model test use wustlehm dataset mimic reallif iomt traffic differ cyberattack propos panetgao model precis accuraci fscore better tradit machin learn algorithm therefor work establish propos panetgao approach effect protect iomt environ emerg cyber threat realtim,Energy_Systems
90,plant diseas critic factor affect agricultur product tradit manual recognit method face signific drawback includ low accuraci high cost ineffici deep learn techniqu demonstr signific benefit identifi plant diseas still face challeng infer delay high energi consumpt deep learn algorithm difficult run resourcelimit embed devic offload model cloud server confront restrict commun bandwidth factor influenc infer effici propos collabor infer framework recogn plant diseas edg devic cloud server enhanc infer speed dnn model plant diseas recognit prune deep reinforc learn improv infer speed reduc energi consumpt optim split point determin greedi strategi achiev best collabor infer acceler final system collabor infer acceler plant diseas recognit implement use gradio facilit friendli humanmachin interact experi indic propos collabor infer framework significantli increas infer speed maintain accept recognit accuraci offer novel solut rapidli diagnos prevent plant diseas,Energy_Systems
91,feder learn fl machin learn paradigm multipl client train local machin learn model collabor without share privat data one main challeng fl statist heterogen data distribut across client person fl pfl mitig statist heterogen collabor model train across homogen client paper propos novel person feder learn domainawar network prune regrowth call feddnpr accur compar exist pfl method maintain high effici achiev introduc regular term captur heterogen weight iter network prune order reduc network share among unrel client iter network regrow weight relat client increas network share among relat client feddnpr model cluster perform consid similar gradient updat last layer network cosin similar measur achiev accuraci effici model person extens experiment evalu show feddnpr significantli outperform stateoftheart pfl approach maintain compar effici,Energy_Systems
92,due extens spread fake news social news medium becam emerg research topic day gain attent news medium social medium inform spread highspe without accuraci henc detect mechan abl predict news fast enough tackl dissemin fake news potenti neg impact individu societi therefor detect fake news social medium import also technic challeng problem day knew machin learn help build artifici intellig system base tacit knowledg help u solv complex problem due real word data side knew knowledg engin help repres expert knowledg peopl awar knowledg due propos integr machin learn knowledg engin help detect fake news paper present fake news import fake news overal impact fake news differ area differ way detect fake news social medium exist detect algorithm help u overcom issu similar applic area end propos combin data driven engin knowledg combat fake news studi compar three differ modul text classifi stanc detect applic fact check exist techniqu help detect fake news furthermor investig impact fake news societi experiment evalu public avail dataset propos fake news detect combin serv better detect fake news,Energy_Systems
93,wildfir caus fault electr power line remain signific threat live infrastructur economi ecosystem transmiss line fail contact veget electr arc easili ignit fire spread rapidli dri windi condit paper review stateoftheart technolog wildfir prevent energi transmiss system present initi framework leverag comput vision automat detect power line defect potenti ignit sourc proof concept rulebas fallingwir detect pipelin implement use comput vision method canni edg detect hough transform result demonstr feasibl identifi hazard condit visual analysi build foundat futur work incorpor advanc machin learn deep learn model achiev robust scalabl adapt inspect system proactiv wildfir prevent,Energy_Systems
94,object gait postur symptomssuch gait impair postur instabl postur deformationsar common parkinson diseas pd close link fall tradit assess use clinic scale timeconsum prone subject bia studi aim predict sever gait postur symptom use data collect wearabl sensor singl laboratorybas walk assess provid object effici autom evalu approach method sensorbas gait paramet collect pd particip mean age year standard walk assess dataset randomli split train set independ test set balanc age sex pd durat two machin learn modelsextrem gradient boost xgboost support vector machin svmwere train predict score five gait postur item mdsupdr iii result xgboost chosen final model due better perform svm across five gait postur item model achiev accept accuraci item absolut accuraci surpass macrof score leaveoneout crossvalid loocv model perform independ test set match loocv result confirm robust total gait featur select predict model item respect among key featur signific clinic relev identifi exampl effect trial durat r p posit correl shanksw rommean max r p neg correl score item addit turnstep mean r p posit correl score item find align known clinic manifest reinforc clinic relev identifi gait featur conclus studi demonstr feasibl use wearabl sensor data object assess gait postur symptom pd though conduct clinic set approach may support clinician consist assess frequent monitor potenti futur homebas use enabl longitudin symptom track,Energy_Systems
95,articl devot develop artifici intelligencedriven system heart diseas diagnosi base machin learn algorithm demonstr machin learn might use predict possibl individu come heart diseas aibas model develop use python languag propos paper research healthcar sector credibl assist monitor set variou health monitor applic level present process data involv manipul categor data well transform categor column outlin major stage applic develop collect databas logist regress analysi attribut dataset random forest classifi algorithm creat detect heart diseas accur manner applic requir data analysi quit import organ precis level train set thereaft address random forest classifi algorithm experi find give improv accuraci research diagnos conclud purpos limit research contribut paper keyword artifici intellig machin learn logist regress random forest neural network svm data preprocess predict model,Energy_Systems
96,one import topic field wireless sensor network develop approach improv network lifetim paper energyeffici control rout protocol wireless sensor network present algorithm base reinforc learn energi manag network protocol seek optim rout polici maxim longterm reward receiv node use reinforc learn machin learn approach order improv lifetim wireless sensor network three energi manag approach propos first approach navig correctli use reinforc learn reduc length rout improv energi consumpt second approach exploit sleep schedul techniqu improv node energi consumpt last approach use restrict data transmiss node base receiv data chang rate simul result show term network lifespan propos method significantli outperform previou report method,Energy_Systems
97,background hepatocellular carcinoma hcc preval heterogen tumor limit treatment option unfavor prognosi crucial role disintegrin metalloproteas adam gene famili tumor microenviron hcc remain unclear method studi employ novel multiom integr strategi investig potenti role adam famili signal hcc seri singlecel spatial omic algorithm util uncov molecular characterist adam famili gene within hcc gsva packag util comput score adam famili signal subsequ stratifi three categori high medium low adam signal level unsupervis cluster furthermor develop rigor valid innov robust clinic prognosi assess model employ mainstream machin learn algorithm conjunct coexpress featur spectrum adam famili gene valid find conduct pcr ihc experi confirm differenti express pattern within adam famili gene result gene signal adam famili notabl abund endotheli cell liver cell monocyt macrophag singlecel sequenc spatial transcriptom analys reveal molecular heterogen adam gene famili emphas signific impact develop progress hcc hcc tissu express level adam adam adam adam markedli elev elev adam famili signal score link advers clinic outcom disrupt immun microenviron metabol reprogram adam prognosi signal develop util machin learn algorithm could accur forecast surviv durat hcc achiev auc valu approxim conclus studi repres inaugur report deleteri impact prognost signific adam famili signal within tumor microenviron hcc,Energy_Systems
98,consid challeng popul age substanti health problem among elderli popul fall purpos studi verifi whether possibl distinguish accur older faller nonfal base data wearabl inerti sensor collect special design test batteri comprehens practic test batteri use wearabl inerti sensor multifactori fall risk assess design follow experiment studi communitydwel korean older woman categor faller n nonfal n base prior histori fall six machin learn model logist regress naïv bay decis tree random forest boost tree support vector machin propos faller classif result indic compar nonfal faller perform significantli wors test batteri addit applic sensor data support vector machin faller classif achiev overal accuraci sensit specif find suggest wearabl inerti sensor base system show promis elderli fall risk assess could implement clinic practic identifi atrisk individu reliabl promot proactiv fall prevent,Energy_Systems
99,although accelerometri data wide util estim physic activ sedentari behavior among child age year older toddler age year accelerometri data record behavior far less examin particular toddler uniqu behavior ride stroller carri adult yet examin object studi describ accelerometri signal output record particip nine type behavior ie run walk climb updown crawl ride rideon toy stand sit ride strollerwagon carri adult among toddler twentyfour toddler age month girl perform variou prescrib behavior free play commerci indoor playroom wear actigraph wgtxbt acceleromet hip wrist particip perform videorecord base video data acceleromet data annot behavior label examin accelerometri signal output perform nine type behavior acceleromet data collect behavior assess particip use analysi hip vertic axi count walk low median count significantli lower record toddler carri adult median count p stand sit ride stroller low hip vertic axi count regist median count although wrist vertic axi vector magnitud count carri higher walk higher cutpoint sedentari behavior use variou accelerometri signal featur machin learn techniqu show accuraci differenti carri behavior ambulatori movement run walk crawl climb conclus hip vertic axi count alon may unabl captur walk physic activ carri sedentari behavior among toddler machin learn techniqu util addit accelerometri signal featur could help recogn behavior type especi differenti carri ambulatori movement,Machine_Learning
100,emerg foundat machin learn interatom potenti fmlip model train extens dataset transfer data differ ml architectur becom increasingli import work examin extent train data optimis one machinelearn forcefield algorithm may reus train differ model aim acceler fmlip finetun reduc need costli iter train test case train model organ liquid mixtur commonli use solvent recharg batteri electrolyt make import target reactiv mlip develop assess model perform analys properti molecular dynam trajectori show stringent test compar predict error fix dataset consid sever type train data sever popular mlip notabl recent mace architectur messagepass neural network design high effici smooth demonstr simpl train set construct without ab initio dynam suffici produc stabl model molecular liquid simpl neuralnetwork architectur iter train requir captur thermodynam kinet properti correctli mace perform well extrem limit datset find configur design human intuit correct systemat model defici transfer effect algorithm activelearn data gener one mlip typic benefit differ algorithm final show train data improv model perform also improv abil generalis similar unseen molecul suggest trajectori failur mode connect chemic structur rather entir systemspecif,Energy_Systems
101,one signific graph data analysi task graph classif graph complex data structur use illustr relationship entiti pair graph essenti mani domain descript chemic molecul biolog network social relationship etc realworld graph complic larg result need find way repres encod graph structur easili util machin learn model therefor graph embed consid one power solut graph represent inspir docvec model natur languag process nlp paper first investig differ way subgraph embed repres graph subgraph fixedlength featur vector use input classifi thu two supervis classifiersa deep neural network dnn convolut neural network cnnare propos enhanc graph classif experiment result five benchmark dataset indic propos model obtain competit result superior tradit classif method deeplearningbas approach three five benchmark dataset impress accuraci rate nci dataset,Machine_Learning
102,digit technolog evolv highest speed world ever seen thu creat age artifici intellig ai machin learn cloud internet thing iot virtual extend augment realiti name advanc digit technolog transform busi enterpris organ via process known digit transform also caus field project manag inevit transform digit transform becom critic part modern project manag classic tradit project manag techniqu serv busi enterpris organ long time advanc digit technolog reimagin phase process classic project manag rang product lifecycl project propos schedul resourc manag transform leadership project manag project team transform integr digit technolog tool project also redefin project manag project team manag collabor achiev organiz goal paper studi concept digit transform integr classic project manag cours undergradu,Energy_Systems
103,recent year ecommerc product becom increasingli diver lead consum make inform purchas decis base previou custom experi one primari sourc insight custom review onlin platform howev manual analyz review timeconsum laborintens address challeng sentiment analysi techniqu appli automat analyz review written custom purchas use product review typic classifi posit neg neutral sentiment help consum make better choic sever studi investig problem use varieti natur languag process nlp machin learn deep learn techniqu automat analyz custom review howev studi often reli generalpurpos dataset tradit model fall short captur contextu inform user sentiment especi domainspecif scenario address gap paper present comprehens analysi sever machin learn deep learn model includ larg languag model llm appli amazon alexa review dataset specif evalu perform artifici neural network ann long shortterm memori network lstm llm gener pretrain transform gpt bidirect encod represent transform bert model compar base precis recal f score accuraci among bert achiev best perform accuraci loss,Energy_Systems
104,current technolog era artifici intellig becom increasingli popular machin learn branch ai take charg everi field healthcar stock market autom robot imag process current scenario machin learn andor deep learn becom popular medic scienc diseas predict much research underway form diseas predict model machin learn ensur perform accuraci machin learn model import keep basic thing mind train machin learn model sever issu must rectifi durat train model learn model work effici model select paramet tune dataset split crossvalid biasvari tradeoff overfit underfit overfit two main issu affect machin learn model research paper mainli focus minim andor prevent problem overfit underfit machin learn model,Energy_Systems
105,background health monitor shift toward continu ambulatori clinic compar wearabl devic telemedicin remot diagnosi could har capabl mobil cardiac health inform technolog biophys signal monitor improv significantli object purpos review articl systemat assess viabil ambulatori electrocardiographi ecg provid system level understand broad spectrum wearabl heart signal monitor approach identifi area improv exist technolog need attain clinic grade diagnosi result base includ literatur identifi develop ecg monitor wearabl devic reach feasibl capabl deliv diagnost prognost inform reliabl sen major bottleneck entir process ambulatori monitor strong need artifici intellig machin learn techniqu par infer biosign aspect wearer comfort larg ignor prevail develop becom key factor consum accept conclus cardiac health inform crucial diagnosi prevent sever diseas onset mobil continu monitor aid avoid risk involv acut symptom health inform obtain continu monitor serv bigdata heart signal facilit new treatment method devi effect health polici,Energy_Systems
106,humanai collabor becom new paradigm modern form abstract art product redefinit concept creativ authorship aesthet choic paper explor computerassist human aibas collabor system human artist creat abstract art artifici intellig system propos solut base cocreat concept human intuit emot intent gener combin comput explor find pattern gener abil ai compar fulli autom gener art pure humandriven abstract studi compil experi aigener art system humanintheloop creativ system machinelearninggener abstract art creat conceptu implement framework collabor creativ methodolog base experiment design three creativ condit includ humanonli creation aionli gener humanai collabor sever gener model diffusionbas transformerinspir use interact interfac enabl use human guidanc iter manner constraint set feedbackbas refin quantit evalu metric includ composit complex color varieti new score novelti aesthet integr score support qualit one artist intent express depth find show collabor artwork alway success humanonli aionli work noveltycoher balanc conceptu diver fashion varieti,Energy_Systems
107,sourc number estim sne crucial challeng array signal process serv foundat variou applic includ directionofarriv doa estim underwat acoust environ tradit method reli inform theoret criterion itc akaik inform criterion aic minimum descript length mdl often face signific perform declin advers condit low signaltonois ratio snr limit number snapshot complex nois characterist machin learn approach explor perform inconsist still limit research advanc neural network architectur address challeng develop classif network architectur integr selfattent mechan residu connect refer residu attent classif network racnet network util eigenvalu signal covari matrix input featur estim number sourc simul result diver rang dataset condit demonstr propos network architectur achiev superior accuraci compar aic mdl method particularli low snr environ db furthermor model exhibit stabil effici process signal limit number data sampl studi underscor potenti util advanc deep learn architectur confront sourc number estim problem challeng underwat acoust environ provid robust autom effect solut tradit method,Energy_Systems
108,recent advanc artifici intellig ai led develop innov person intellig assist googl home siri despit technolog stride integr establish design framework user experi ux principl usercentr ai applic remain insuffici explor studi util design think methodologyemphas empathi ideat prototyp testingand exist ux law develop timesync aibas smart time manag applic univers student thailand timesync employ machin learn model custom schedul alarm incorpor variabl prepar time weather traffic condit ensur user arriv time usabl test base specif user satisfact usabl metric reveal timesync offer intuit interfac enhanc user experi promot consist util effect time manag find demonstr signific potenti design think ux principl craft usercentr ai applic provid valuabl insight robust framework futur ai develop,Energy_Systems
109,although phase separ ubiquit phenomenon interact multipl compon make difficult accur model predict recent year machin learn wide use physic simul present physic informationenhanc graph neural network pienet simul predict evolut phase separ accuraci model predict particl posit improv compar cnn svm respect moreov design order paramet base local densiti measur evolut phase separ analyz systemat chang differ repuls coeffici differ schmidt number result demonstr model achiev longterm accur predict order paramet without requir complex handcraft featur result prove graph neural network becom new tool method predict structur properti complex physic system,Energy_Systems
110,biomimet affer nervou system an signific transport extern stimulus intellig robot howev still far bionic due tradit multisensor singlecognit strategi herein flexibl biomimet an multimod fuzzi percept brainlik cognit develop fuse ion migrationmodul mxene synaps machin learn ml first elementari perceptu abil mimic biolog neuroreceptor demonstr motion artifact ionic conduct elastom ice current elimin furthermor multimod percept brainlik cognit accomplish synapt current sc nine ml algorithm final cognit materi gestur motion conduct distribut an devic across bodi joint optim ml method accuraci reach respect synapsebas an may provid new idea develop nextgener neuromorph intellig robot,Energy_Systems
111,abstract long noncod rna lncrna play essenti role nearli everi biolog process diseas mani algorithm develop distinguish lncrna mrna transcriptom data facilit discoveri lncrna howev tini fraction lncrna transcript valid lowthroughput experi evlncrna given cost laborintens natur experiment valid necessari develop comput tool priorit potenti function lncrna mani lncrna highthroughput sequenc htlncrna could result transcript nois employ deep learn algorithm separ evlncrna htlncrna mrna overcom challeng small dataset employ threelay deeplearn neural network dnn kmer featur input small convolut neural network cnn onehot encod input three separ model train human h mous plant p respect final concaten model evlncrnadpr h evlncrnadpr evlncrnadpr p provid substanti improv previou model base supportvectormachin evlncrnapr exampl evlncrnadpr h achiev area receiveroper characterist curv compar given sequencebas evlncrnapr model model develop use screen lncrna transcript experiment valid evlncrnadpr avail web server httpswwwsdklabbiophysicsdzunetevlncrnadpredindexhtml data sourc code freeli avail along web server,Energy_Systems
112,classif manufactur process process pas inlin test process fail inlin test challeng research problem manufactur process data character mani featur correspond differ step manufactur process research articl propos method manufactur process classif perform use support vector machin svm algorithm regular paramet valu gamma coeffici valu svm algorithm optim use hors optim algorithm hoa hoa base svm result compar particl swarm optim pso base svm result chicken swarm optim cso base svm result data use experi open sourc public dataset secom,General_Research
113,arteri hypotens common often unintend event surgeri gener anesthesia associ increas postop complic kidney injuri myocardi injuri stroke postinduct hypotens pih influenc patientspecif factor chronic medic use anesthet induct regimen tradit predict model struggl complex make machin learn ml promis altern due abil handl complex dataset identifi hidden pattern studi aim develop valid mlbase model predict pih identifi key clinic predictor retrospect cohort studi adult patient undergo nonobstetr surgeri gener anesthesia intraven induct conduct primari outcom occurr pih defin mean arteri pressur map mmhg within min postinduct data split train valid set use kfold crossvalid model predict perform evalu use area receiv oper characterist curv auc featur import assess use shapley addit explan shap valu pih occur patient key predictor includ preinduct systol mean arteri pressur propofol dose betablock use ml model achiev auc predict pih mlbase model demonstr signific predict capabl pih identifi key clinic predictor model hold potenti improv preoper plan patient risk stratif howev valid prospect studi necessari confirm find,Energy_Systems
114,code smell repres critic design anomali significantli impact softwar maintain qualiti paper present comprehens framework use graph convolut network gcn integr tradit machin learn techniqu systemat evalu graph construct approach model integr methodolog data balanc strategi use nine realworld python repositori label pyexamin methodolog combin bert embed graph structur represent implement layer integr method featur concaten method ii result show perlin graph construct outperform global approach smote achiev accuraci compar imbalanc data includ nonsmelli code improv perform demonstr import neg exampl ablat studi show explicit featur engin achiev accuraci compar endtoend learn integr gcn transform use method ii achiev accuraci fscore nearli match codet accuraci fscore provid better interpret,Energy_Systems
115,massiv volum data routin handl medic industri result impact larg amount data handl use tradit approach medic research machin learn algorithm particularli use obtain inform relat diseas predict earli predict diseas essenti improv lifestyl patient prevent worsen condit examin patient medic specialist earli diseas detect essenti varieti diseas identifi use machin learn algorithm ensembl classifi techniqu cluster model classif model use predict machin learn techniqu result highaccuraci quick ill predict studi examin mani sort diseas might predict use machin learn techniqu studi highlight exist research work mostli explor predict lung problem brainrel diseas heart diseas deploy convent model machin learn deep learn problem overfit hyperparamet initi unbalanc class major issu affect perform predict model,Energy_Systems
116,ignor everyth known code best way write program competit program problem repres challeng task even skill programm given short natur languag descript algorithm problem contest must quickli write program solv task page issu li et al present alphacod system repres substanti step forward develop machin learn ml model synthes comput program solv type challeng problem perhap surpris system alphacod alphacod contain explicit builtin knowledg structur comput code instead alphacod reli pure datadriven approach write code learn structur comput program simpli observ lot exist code,Energy_Systems
117,analysi extract use inform legal judgment use comput linguist one earliest problem pose domain inform retriev present sever commerci vendor exist autom task howev crucial bottleneck aris form exorbit price lack resourc avail analysi judgement mete hong kong legal system paper attempt bridg gap provid sever statist machin learn deep learn zeroshot learn base method effect analyz legal judgment hong kong court system method propos consist citat network graph gener pagerank algorithm keyword analysi summar sentiment polar paragrah classif order abl extract key insight individu well group judgment togeth would make overal analysi judgment hong kong less tediou autom order extract insight quickli use fast inferenc also provid analysi result benchmark result use larg languag model make robust use huggingfac ecosystem,Energy_Systems
118,abstract reveal highfidel new phase select rule high entropi alloy hea combin calphad calcul machin learn ml method employ thermocalc tchea databas first gener equilibrium phase data quinari famili form element al co cr cu fe mn ni ti choos initi materialsphys descriptor extrem gradient boost xgboost method use identifi import descriptor best delin singl mix phase complex temperaturecomposit space hea ml model train featur valid anneal experiment data point public use predict new singlephas alloy bcc fcc structur alloy famili alcrnifemn alcrconifeti also highlight import equilibrium temperatur offer indepth insight paradigm compositionfeaturephas hea basi import featur establish new phase select rule singl fcc bcc phase success rate significantli outperform exist phase select rule provid power tool map singlephas complex temperaturecomposit space hea,Energy_Systems
119,visionbas vibrat measur technolog receiv extens attent due advantag noncontact high spatial resolut noload effect howev complex measur object measur task exist visual measur technolog gradual show greater limit specif due uncertainti actual work condit pixel field view measur vibrat therefor select measur point need reli prior structur inform artifici experi frequent manual point select test bring lot resourc consumpt greatli reduc autom degre visual vibrat measur paper focus intellig area local method vibrat measur rotat machin vision design deep learningbas vibrat measur area local framework directli feedback reliabl measur pixel imag data call vmal framework firstli subpixel physic featur inform associ vibrat data analyz unsupervis imag decomposit network regular region local network use cluster output reliabl region pixel experiment result medium singlespan rotor platform verifi effect propos method,Energy_Systems
120,extract style handwrit challeng problem sinc style well defin key compon develop system person experi human paper propos baselin benchmark order set anchor estim rel qualiti differ handwrit style method done use deep learn techniqu shown remark result differ machin learn task learn classif regress relev work gener tempor sequenc discus challeng associ evalu method relat evalu gener model gener propos evalu metric find relev problem discus evalu perform metric studi use ironoff dataset best knowledg exist benchmark evalu metric task exit yet dataset use context handwrit synthesi,Energy_Systems
